bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind
02_02_06,AC161,hg38,62,65,70,A2,A2,A6,2,2,6
02_02_07,AC161,hg38,29,29,35,A2,A2,A7,2,2,7
02_02_08,AC161,hg38,43,44,54,A2,A2,A8,2,2,8
02_02_09,AC161,hg38,13365,212468,273994,A2,A2,A9,2,2,9
02_02_10,AC161,hg38,53,56,65,A2,A2,A10,2,2,10
02_02_11,AC161,hg38,37,37,44,A2,A2,A11,2,2,11
02_02_12,AC161,hg38,41,42,57,A2,A2,A12,2,2,12
02_02_13,AC161,hg38,102,107,121,A2,A2,B1,2,2,13
02_02_14,AC161,hg38,45,49,59,A2,A2,B2,2,2,14
02_02_15,AC161,hg38,57,60,73,A2,A2,B3,2,2,15
02_02_16,AC161,hg38,58,60,77,A2,A2,B4,2,2,16
02_02_17,AC161,hg38,31,31,43,A2,A2,B5,2,2,17
02_02_18,AC161,hg38,58,60,65,A2,A2,B6,2,2,18
02_02_19,AC161,hg38,416,510,656,A2,A2,B7,2,2,19
02_02_20,AC161,hg38,25,25,31,A2,A2,B8,2,2,20
02_02_21,AC161,hg38,49,50,58,A2,A2,B9,2,2,21
02_02_22,AC161,hg38,50,51,60,A2,A2,B10,2,2,22
02_02_23,AC161,hg38,42,43,51,A2,A2,B11,2,2,23
02_02_24,AC161,hg38,32,34,40,A2,A2,B12,2,2,24
02_02_25,AC161,hg38,50,51,59,A2,A2,C1,2,2,25
02_02_26,AC161,hg38,43,44,48,A2,A2,C2,2,2,26
02_02_27,AC161,hg38,38,40,45,A2,A2,C3,2,2,27
02_02_28,AC161,hg38,31,32,35,A2,A2,C4,2,2,28
02_02_29,AC161,hg38,42,42,47,A2,A2,C5,2,2,29
02_02_30,AC161,hg38,37,37,40,A2,A2,C6,2,2,30
02_02_31,AC161,hg38,143,152,189,A2,A2,C7,2,2,31
02_02_32,AC161,hg38,36,37,47,A2,A2,C8,2,2,32
02_02_33,AC161,hg38,37,37,46,A2,A2,C9,2,2,33
02_02_34,AC161,hg38,57,57,61,A2,A2,C10,2,2,34
02_02_35,AC161,hg38,50,53,63,A2,A2,C11,2,2,35
02_02_36,AC161,hg38,39,40,51,A2,A2,C12,2,2,36
02_02_37,AC161,hg38,38,40,48,A2,A2,D1,2,2,37
02_02_38,AC161,hg38,39,43,53,A2,A2,D2,2,2,38
02_02_39,AC161,hg38,35,36,47,A2,A2,D3,2,2,39
02_02_40,AC161,hg38,515,578,729,A2,A2,D4,2,2,40
02_02_41,AC161,hg38,31,31,39,A2,A2,D5,2,2,41
02_02_42,AC161,hg38,41,41,49,A2,A2,D6,2,2,42
02_02_43,AC161,hg38,34,34,37,A2,A2,D7,2,2,43
02_02_44,AC161,hg38,48,48,54,A2,A2,D8,2,2,44
02_02_45,AC161,hg38,27,28,36,A2,A2,D9,2,2,45
02_02_46,AC161,hg38,43,48,63,A2,A2,D10,2,2,46
02_02_47,AC161,hg38,46,47,59,A2,A2,D11,2,2,47
02_02_48,AC161,hg38,39,41,52,A2,A2,D12,2,2,48
02_02_49,AC161,hg38,29,30,34,A2,A2,E1,2,2,49
02_02_50,AC161,hg38,36,38,52,A2,A2,E2,2,2,50
02_02_51,AC161,hg38,291,348,440,A2,A2,E3,2,2,51
02_02_52,AC161,hg38,39,40,52,A2,A2,E4,2,2,52
02_02_53,AC161,hg38,43,45,56,A2,A2,E5,2,2,53
02_02_54,AC161,hg38,45,48,60,A2,A2,E6,2,2,54
02_02_55,AC161,hg38,42,46,56,A2,A2,E7,2,2,55
02_02_56,AC161,hg38,38,38,48,A2,A2,E8,2,2,56
02_02_57,AC161,hg38,35,36,48,A2,A2,E9,2,2,57
02_02_58,AC161,hg38,43,43,52,A2,A2,E10,2,2,58
02_02_59,AC161,hg38,39,39,48,A2,A2,E11,2,2,59
02_02_60,AC161,hg38,34,35,42,A2,A2,E12,2,2,60
02_02_61,AC161,hg38,31,31,36,A2,A2,F1,2,2,61
02_02_62,AC161,hg38,20,22,24,A2,A2,F2,2,2,62
02_02_63,AC161,hg38,23,23,30,A2,A2,F3,2,2,63
02_02_64,AC161,hg38,37,37,42,A2,A2,F4,2,2,64
02_02_65,AC161,hg38,30,32,44,A2,A2,F5,2,2,65
02_02_66,AC161,hg38,37,38,47,A2,A2,F6,2,2,66
02_02_67,AC161,hg38,23,24,30,A2,A2,F7,2,2,67
02_02_68,AC161,hg38,21,21,24,A2,A2,F8,2,2,68
02_02_69,AC161,hg38,36,37,46,A2,A2,F9,2,2,69
02_02_70,AC161,hg38,42,43,51,A2,A2,F10,2,2,70
02_02_71,AC161,hg38,36,38,45,A2,A2,F11,2,2,71
02_02_72,AC161,hg38,28,28,34,A2,A2,F12,2,2,72
02_02_73,AC161,hg38,50,51,58,A2,A2,G1,2,2,73
02_02_74,AC161,hg38,46,47,59,A2,A2,G2,2,2,74
02_02_75,AC161,hg38,33,35,42,A2,A2,G3,2,2,75
02_02_76,AC161,hg38,36,38,45,A2,A2,G4,2,2,76
02_02_77,AC161,hg38,32,32,40,A2,A2,G5,2,2,77
02_02_78,AC161,hg38,39,40,49,A2,A2,G6,2,2,78
02_02_79,AC161,hg38,43,47,54,A2,A2,G7,2,2,79
02_02_80,AC161,hg38,21,22,27,A2,A2,G8,2,2,80
02_02_81,AC161,hg38,48,52,71,A2,A2,G9,2,2,81
02_02_82,AC161,hg38,27,29,34,A2,A2,G10,2,2,82
02_02_83,AC161,hg38,30,31,37,A2,A2,G11,2,2,83
02_02_84,AC161,hg38,58,61,78,A2,A2,G12,2,2,84
02_02_85,AC161,hg38,57,62,83,A2,A2,H1,2,2,85
02_02_86,AC161,hg38,38,38,48,A2,A2,H2,2,2,86
02_02_87,AC161,hg38,474,582,722,A2,A2,H3,2,2,87
02_02_88,AC161,hg38,28,28,37,A2,A2,H4,2,2,88
02_02_89,AC161,hg38,27,27,33,A2,A2,H5,2,2,89
02_02_90,AC161,hg38,10,10,15,A2,A2,H6,2,2,90
02_03_01,AC161,hg38,11,11,14,A2,A3,A1,2,3,1
02_03_02,AC161,hg38,14,14,17,A2,A3,A2,2,3,2
02_03_04,AC161,hg38,11,11,12,A2,A3,A4,2,3,4
02_03_05,AC161,hg38,16,16,22,A2,A3,A5,2,3,5
02_03_06,AC161,hg38,14,14,22,A2,A3,A6,2,3,6
02_03_07,AC161,hg38,17,18,21,A2,A3,A7,2,3,7
02_03_08,AC161,hg38,13,13,17,A2,A3,A8,2,3,8
02_03_10,AC161,hg38,12,13,14,A2,A3,A10,2,3,10
02_03_11,AC161,hg38,43,47,54,A2,A3,A11,2,3,11
02_03_12,AC161,hg38,9,10,12,A2,A3,A12,2,3,12
02_03_13,AC161,hg38,21,21,29,A2,A3,B1,2,3,13
02_03_14,AC161,hg38,10,10,11,A2,A3,B2,2,3,14
02_03_15,AC161,hg38,15,15,16,A2,A3,B3,2,3,15
02_03_16,AC161,hg38,12,12,16,A2,A3,B4,2,3,16
02_03_17,AC161,hg38,111,116,153,A2,A3,B5,2,3,17
02_03_18,AC161,hg38,15,15,16,A2,A3,B6,2,3,18
02_03_19,AC161,hg38,18,18,22,A2,A3,B7,2,3,19
02_03_20,AC161,hg38,7169,24563,31008,A2,A3,B8,2,3,20
02_03_22,AC161,hg38,18,18,23,A2,A3,B10,2,3,22
02_03_23,AC161,hg38,10,10,12,A2,A3,B11,2,3,23
02_03_24,AC161,hg38,16,16,19,A2,A3,B12,2,3,24
02_03_25,AC161,hg38,28,31,37,A2,A3,C1,2,3,25
02_03_28,AC161,hg38,13,13,17,A2,A3,C4,2,3,28
02_03_29,AC161,hg38,161,187,218,A2,A3,C5,2,3,29
02_03_32,AC161,hg38,12,12,15,A2,A3,C8,2,3,32
02_03_34,AC161,hg38,158,166,208,A2,A3,C10,2,3,34
02_03_35,AC161,hg38,20,21,23,A2,A3,C11,2,3,35
02_03_36,AC161,hg38,18,18,24,A2,A3,C12,2,3,36
02_03_37,AC161,hg38,11,11,13,A2,A3,D1,2,3,37
02_03_38,AC161,hg38,13,13,13,A2,A3,D2,2,3,38
02_03_39,AC161,hg38,11,11,14,A2,A3,D3,2,3,39
02_03_40,AC161,hg38,21,22,29,A2,A3,D4,2,3,40
02_03_42,AC161,hg38,144,160,191,A2,A3,D6,2,3,42
02_03_43,AC161,hg38,39,39,46,A2,A3,D7,2,3,43
02_03_44,AC161,hg38,14,14,17,A2,A3,D8,2,3,44
02_03_45,AC161,hg38,22,23,28,A2,A3,D9,2,3,45
02_03_46,AC161,hg38,11,11,13,A2,A3,D10,2,3,46
02_03_49,AC161,hg38,11,11,14,A2,A3,E1,2,3,49
02_03_50,AC161,hg38,154,161,210,A2,A3,E2,2,3,50
02_03_51,AC161,hg38,14,14,20,A2,A3,E3,2,3,51
02_03_52,AC161,hg38,14,14,19,A2,A3,E4,2,3,52
02_03_53,AC161,hg38,10,10,13,A2,A3,E5,2,3,53
02_03_54,AC161,hg38,16,16,20,A2,A3,E6,2,3,54
02_03_55,AC161,hg38,10,11,12,A2,A3,E7,2,3,55
02_03_56,AC161,hg38,13,13,17,A2,A3,E8,2,3,56
02_03_58,AC161,hg38,17,17,20,A2,A3,E10,2,3,58
02_03_59,AC161,hg38,16,16,19,A2,A3,E11,2,3,59
02_03_62,AC161,hg38,12,12,13,A2,A3,F2,2,3,62
02_03_63,AC161,hg38,9,10,10,A2,A3,F3,2,3,63
02_03_64,AC161,hg38,106,117,145,A2,A3,F4,2,3,64
02_03_66,AC161,hg38,11,11,16,A2,A3,F6,2,3,66
02_03_69,AC161,hg38,14,14,16,A2,A3,F9,2,3,69
02_03_72,AC161,hg38,12,12,15,A2,A3,F12,2,3,72
02_03_73,AC161,hg38,15,15,18,A2,A3,G1,2,3,73
02_03_74,AC161,hg38,11,11,15,A2,A3,G2,2,3,74
02_03_75,AC161,hg38,12,12,15,A2,A3,G3,2,3,75
02_03_76,AC161,hg38,21,21,25,A2,A3,G4,2,3,76
02_03_78,AC161,hg38,11,11,12,A2,A3,G6,2,3,78
02_03_79,AC161,hg38,231,239,273,A2,A3,G7,2,3,79
02_03_80,AC161,hg38,11,11,13,A2,A3,G8,2,3,80
02_03_81,AC161,hg38,16,16,20,A2,A3,G9,2,3,81
02_03_84,AC161,hg38,19,20,27,A2,A3,G12,2,3,84
02_03_85,AC161,hg38,12,12,20,A2,A3,H1,2,3,85
02_03_86,AC161,hg38,14,14,16,A2,A3,H2,2,3,86
02_03_87,AC161,hg38,19,19,24,A2,A3,H3,2,3,87
02_03_88,AC161,hg38,11,11,12,A2,A3,H4,2,3,88
02_03_90,AC161,hg38,71,71,95,A2,A3,H6,2,3,90
02_03_91,AC161,hg38,72,79,92,A2,A3,H7,2,3,91
02_04_01,AC161,hg38,135,142,170,A2,A4,A1,2,4,1
02_04_07,AC161,hg38,225,260,353,A2,A4,A7,2,4,7
02_04_08,AC161,hg38,12,13,18,A2,A4,A8,2,4,8
02_04_09,AC161,hg38,13,13,15,A2,A4,A9,2,4,9
02_04_11,AC161,hg38,252,278,339,A2,A4,A11,2,4,11
02_04_12,AC161,hg38,118,133,161,A2,A4,A12,2,4,12
02_04_13,AC161,hg38,28,28,36,A2,A4,B1,2,4,13
02_04_14,AC161,hg38,14,14,21,A2,A4,B2,2,4,14
02_04_15,AC161,hg38,15,15,20,A2,A4,B3,2,4,15
02_04_16,AC161,hg38,17,17,22,A2,A4,B4,2,4,16
02_04_17,AC161,hg38,168,175,233,A2,A4,B5,2,4,17
02_04_18,AC161,hg38,12,12,14,A2,A4,B6,2,4,18
02_04_19,AC161,hg38,15,15,19,A2,A4,B7,2,4,19
02_04_22,AC161,hg38,13,13,18,A2,A4,B10,2,4,22
02_04_23,AC161,hg38,17,17,22,A2,A4,B11,2,4,23
02_04_25,AC161,hg38,13,13,15,A2,A4,C1,2,4,25
02_04_26,AC161,hg38,13,13,15,A2,A4,C2,2,4,26
02_04_27,AC161,hg38,107,111,143,A2,A4,C3,2,4,27
02_04_28,AC161,hg38,13,13,17,A2,A4,C4,2,4,28
02_04_29,AC161,hg38,12,12,15,A2,A4,C5,2,4,29
02_04_33,AC161,hg38,16,16,19,A2,A4,C9,2,4,33
02_04_35,AC161,hg38,14,14,17,A2,A4,C11,2,4,35
02_04_37,AC161,hg38,160,173,217,A2,A4,D1,2,4,37
02_04_38,AC161,hg38,10,10,11,A2,A4,D2,2,4,38
02_04_40,AC161,hg38,24,25,31,A2,A4,D4,2,4,40
02_04_41,AC161,hg38,11,11,14,A2,A4,D5,2,4,41
02_04_42,AC161,hg38,20,20,26,A2,A4,D6,2,4,42
02_04_44,AC161,hg38,10,10,11,A2,A4,D8,2,4,44
02_04_45,AC161,hg38,127,134,161,A2,A4,D9,2,4,45
02_04_46,AC161,hg38,11,11,11,A2,A4,D10,2,4,46
02_04_48,AC161,hg38,10,10,13,A2,A4,D12,2,4,48
02_04_51,AC161,hg38,14,14,21,A2,A4,E3,2,4,51
02_04_52,AC161,hg38,13,13,17,A2,A4,E4,2,4,52
02_04_54,AC161,hg38,11,11,16,A2,A4,E6,2,4,54
02_04_55,AC161,hg38,10,10,11,A2,A4,E7,2,4,55
02_04_56,AC161,hg38,10,10,16,A2,A4,E8,2,4,56
02_04_58,AC161,hg38,11,12,19,A2,A4,E10,2,4,58
02_04_59,AC161,hg38,15,15,16,A2,A4,E11,2,4,59
02_04_60,AC161,hg38,10,10,12,A2,A4,E12,2,4,60
02_04_61,AC161,hg38,13,13,13,A2,A4,F1,2,4,61
02_04_69,AC161,hg38,12,12,13,A2,A4,F9,2,4,69
02_04_70,AC161,hg38,11,11,14,A2,A4,F10,2,4,70
02_04_71,AC161,hg38,401,480,591,A2,A4,F11,2,4,71
02_04_73,AC161,hg38,11,11,13,A2,A4,G1,2,4,73
02_04_76,AC161,hg38,178,211,282,A2,A4,G4,2,4,76
02_04_79,AC161,hg38,19,20,26,A2,A4,G7,2,4,79
02_04_81,AC161,hg38,106,111,138,A2,A4,G9,2,4,81
02_04_83,AC161,hg38,16,16,21,A2,A4,G11,2,4,83
02_04_84,AC161,hg38,18,18,23,A2,A4,G12,2,4,84
02_04_86,AC161,hg38,15,15,16,A2,A4,H2,2,4,86
02_04_87,AC161,hg38,243,275,348,A2,A4,H3,2,4,87
02_04_89,AC161,hg38,10,10,14,A2,A4,H5,2,4,89
02_05_01,AC161,hg38,11,11,13,A2,A5,A1,2,5,1
02_05_02,AC161,hg38,20,20,25,A2,A5,A2,2,5,2
02_05_03,AC161,hg38,14,14,16,A2,A5,A3,2,5,3
02_05_05,AC161,hg38,26,26,28,A2,A5,A5,2,5,5
02_05_06,AC161,hg38,19,21,25,A2,A5,A6,2,5,6
02_05_07,AC161,hg38,17,19,23,A2,A5,A7,2,5,7
02_05_08,AC161,hg38,18,18,23,A2,A5,A8,2,5,8
02_05_09,AC161,hg38,20,21,27,A2,A5,A9,2,5,9
02_05_10,AC161,hg38,11,11,12,A2,A5,A10,2,5,10
02_05_11,AC161,hg38,12,12,14,A2,A5,A11,2,5,11
02_05_12,AC161,hg38,13,13,15,A2,A5,A12,2,5,12
02_05_13,AC161,hg38,29,29,41,A2,A5,B1,2,5,13
02_05_14,AC161,hg38,11,11,15,A2,A5,B2,2,5,14
02_05_15,AC161,hg38,22,22,23,A2,A5,B3,2,5,15
02_05_16,AC161,hg38,132,145,176,A2,A5,B4,2,5,16
02_05_17,AC161,hg38,12,13,17,A2,A5,B5,2,5,17
02_05_18,AC161,hg38,11,11,16,A2,A5,B6,2,5,18
02_05_19,AC161,hg38,15,15,20,A2,A5,B7,2,5,19
02_05_21,AC161,hg38,23,24,35,A2,A5,B9,2,5,21
02_05_22,AC161,hg38,17,17,21,A2,A5,B10,2,5,22
02_05_23,AC161,hg38,22,22,34,A2,A5,B11,2,5,23
02_05_24,AC161,hg38,22,22,27,A2,A5,B12,2,5,24
02_05_25,AC161,hg38,123,130,165,A2,A5,C1,2,5,25
02_05_26,AC161,hg38,19,19,26,A2,A5,C2,2,5,26
02_05_27,AC161,hg38,294,316,385,A2,A5,C3,2,5,27
02_05_28,AC161,hg38,15,16,17,A2,A5,C4,2,5,28
02_05_29,AC161,hg38,21,21,21,A2,A5,C5,2,5,29
02_05_30,AC161,hg38,17,17,19,A2,A5,C6,2,5,30
02_05_31,AC161,hg38,12,12,12,A2,A5,C7,2,5,31
02_05_32,AC161,hg38,20,20,26,A2,A5,C8,2,5,32
02_05_33,AC161,hg38,23,24,29,A2,A5,C9,2,5,33
02_05_34,AC161,hg38,20,20,31,A2,A5,C10,2,5,34
02_05_35,AC161,hg38,24,25,30,A2,A5,C11,2,5,35
02_05_36,AC161,hg38,21,22,26,A2,A5,C12,2,5,36
02_05_37,AC161,hg38,14,14,24,A2,A5,D1,2,5,37
02_05_38,AC161,hg38,26,26,30,A2,A5,D2,2,5,38
02_05_39,AC161,hg38,15,15,21,A2,A5,D3,2,5,39
02_05_40,AC161,hg38,32,34,42,A2,A5,D4,2,5,40
02_05_41,AC161,hg38,21,21,25,A2,A5,D5,2,5,41
02_05_42,AC161,hg38,15,16,21,A2,A5,D6,2,5,42
02_05_44,AC161,hg38,22,22,26,A2,A5,D8,2,5,44
02_05_45,AC161,hg38,15,15,18,A2,A5,D9,2,5,45
02_05_46,AC161,hg38,16,16,19,A2,A5,D10,2,5,46
02_05_47,AC161,hg38,19,21,24,A2,A5,D11,2,5,47
02_05_48,AC161,hg38,17,17,21,A2,A5,D12,2,5,48
02_05_49,AC161,hg38,14,14,19,A2,A5,E1,2,5,49
02_05_50,AC161,hg38,24,25,33,A2,A5,E2,2,5,50
02_05_51,AC161,hg38,20,20,22,A2,A5,E3,2,5,51
02_05_52,AC161,hg38,128,135,170,A2,A5,E4,2,5,52
02_05_53,AC161,hg38,16,16,21,A2,A5,E5,2,5,53
02_05_55,AC161,hg38,23,23,32,A2,A5,E7,2,5,55
02_05_56,AC161,hg38,20,20,27,A2,A5,E8,2,5,56
02_05_57,AC161,hg38,14,14,20,A2,A5,E9,2,5,57
02_05_58,AC161,hg38,27,27,35,A2,A5,E10,2,5,58
02_05_59,AC161,hg38,15,16,22,A2,A5,E11,2,5,59
02_05_60,AC161,hg38,15,15,22,A2,A5,E12,2,5,60
02_05_61,AC161,hg38,206,240,283,A2,A5,F1,2,5,61
02_05_62,AC161,hg38,13,14,14,A2,A5,F2,2,5,62
02_05_63,AC161,hg38,12,12,15,A2,A5,F3,2,5,63
02_05_64,AC161,hg38,107,117,145,A2,A5,F4,2,5,64
02_05_65,AC161,hg38,14,14,18,A2,A5,F5,2,5,65
02_05_66,AC161,hg38,10,10,13,A2,A5,F6,2,5,66
02_05_67,AC161,hg38,13,13,15,A2,A5,F7,2,5,67
02_05_68,AC161,hg38,22,22,31,A2,A5,F8,2,5,68
02_05_69,AC161,hg38,14,14,21,A2,A5,F9,2,5,69
02_05_70,AC161,hg38,22,23,33,A2,A5,F10,2,5,70
02_05_71,AC161,hg38,13,13,16,A2,A5,F11,2,5,71
02_05_72,AC161,hg38,19,19,27,A2,A5,F12,2,5,72
02_05_73,AC161,hg38,20,20,28,A2,A5,G1,2,5,73
02_05_74,AC161,hg38,12,12,13,A2,A5,G2,2,5,74
02_05_75,AC161,hg38,16,17,18,A2,A5,G3,2,5,75
02_05_76,AC161,hg38,15,15,20,A2,A5,G4,2,5,76
02_05_77,AC161,hg38,17,17,24,A2,A5,G5,2,5,77
02_05_78,AC161,hg38,17,18,25,A2,A5,G6,2,5,78
02_05_79,AC161,hg38,13,13,15,A2,A5,G7,2,5,79
02_05_80,AC161,hg38,11,11,16,A2,A5,G8,2,5,80
02_05_81,AC161,hg38,22,24,32,A2,A5,G9,2,5,81
02_05_82,AC161,hg38,13,13,14,A2,A5,G10,2,5,82
02_05_83,AC161,hg38,17,17,24,A2,A5,G11,2,5,83
02_05_84,AC161,hg38,16,16,20,A2,A5,G12,2,5,84
02_05_85,AC161,hg38,20,21,23,A2,A5,H1,2,5,85
02_05_86,AC161,hg38,25,27,35,A2,A5,H2,2,5,86
02_05_87,AC161,hg38,18,18,22,A2,A5,H3,2,5,87
02_05_89,AC161,hg38,15,15,18,A2,A5,H5,2,5,89
02_05_90,AC161,hg38,10,10,11,A2,A5,H6,2,5,90
02_05_91,AC161,hg38,10,10,10,A2,A5,H7,2,5,91
02_06_01,AC161,hg38,48,48,63,A2,A6,A1,2,6,1
02_06_02,AC161,hg38,48,51,64,A2,A6,A2,2,6,2
02_06_03,AC161,hg38,38,38,48,A2,A6,A3,2,6,3
02_06_04,AC161,hg38,36,37,41,A2,A6,A4,2,6,4
02_06_05,AC161,hg38,60,60,79,A2,A6,A5,2,6,5
02_06_06,AC161,hg38,60,62,73,A2,A6,A6,2,6,6
02_06_07,AC161,hg38,42,47,62,A2,A6,A7,2,6,7
02_06_08,AC161,hg38,9847,69146,88639,A2,A6,A8,2,6,8
02_06_09,AC161,hg38,66,69,80,A2,A6,A9,2,6,9
02_06_10,AC161,hg38,37,39,48,A2,A6,A10,2,6,10
02_06_11,AC161,hg38,78,85,99,A2,A6,A11,2,6,11
02_06_12,AC161,hg38,36,39,43,A2,A6,A12,2,6,12
02_06_13,AC161,hg38,74,79,91,A2,A6,B1,2,6,13
02_06_14,AC161,hg38,279,303,375,A2,A6,B2,2,6,14
02_06_15,AC161,hg38,63,66,86,A2,A6,B3,2,6,15
02_06_16,AC161,hg38,49,50,59,A2,A6,B4,2,6,16
02_06_17,AC161,hg38,32,32,41,A2,A6,B5,2,6,17
02_06_18,AC161,hg38,85,87,98,A2,A6,B6,2,6,18
02_06_19,AC161,hg38,43,45,57,A2,A6,B7,2,6,19
02_06_20,AC161,hg38,127,133,177,A2,A6,B8,2,6,20
02_06_21,AC161,hg38,8624,43549,55710,A2,A6,B9,2,6,21
02_06_22,AC161,hg38,43,46,56,A2,A6,B10,2,6,22
02_06_23,AC161,hg38,55,57,66,A2,A6,B11,2,6,23
02_06_24,AC161,hg38,31,31,33,A2,A6,B12,2,6,24
02_06_25,AC161,hg38,59,60,76,A2,A6,C1,2,6,25
02_06_26,AC161,hg38,35,36,45,A2,A6,C2,2,6,26
02_06_27,AC161,hg38,44,45,47,A2,A6,C3,2,6,27
02_06_28,AC161,hg38,37,37,40,A2,A6,C4,2,6,28
02_06_29,AC161,hg38,43,45,53,A2,A6,C5,2,6,29
02_06_30,AC161,hg38,279,303,360,A2,A6,C6,2,6,30
02_06_31,AC161,hg38,42,44,56,A2,A6,C7,2,6,31
02_06_32,AC161,hg38,29,29,37,A2,A6,C8,2,6,32
02_06_33,AC161,hg38,54,54,60,A2,A6,C9,2,6,33
02_06_34,AC161,hg38,47,47,57,A2,A6,C10,2,6,34
02_06_35,AC161,hg38,45,45,49,A2,A6,C11,2,6,35
02_06_36,AC161,hg38,50,53,63,A2,A6,C12,2,6,36
02_06_37,AC161,hg38,308,370,465,A2,A6,D1,2,6,37
02_06_38,AC161,hg38,28,30,36,A2,A6,D2,2,6,38
02_06_39,AC161,hg38,29,30,35,A2,A6,D3,2,6,39
02_06_40,AC161,hg38,67,68,92,A2,A6,D4,2,6,40
02_06_41,AC161,hg38,39,39,43,A2,A6,D5,2,6,41
02_06_42,AC161,hg38,38,39,44,A2,A6,D6,2,6,42
02_06_43,AC161,hg38,178,195,237,A2,A6,D7,2,6,43
02_06_44,AC161,hg38,143,156,190,A2,A6,D8,2,6,44
02_06_45,AC161,hg38,34,34,38,A2,A6,D9,2,6,45
02_06_46,AC161,hg38,39,41,48,A2,A6,D10,2,6,46
02_06_47,AC161,hg38,37,38,49,A2,A6,D11,2,6,47
02_06_48,AC161,hg38,27,27,35,A2,A6,D12,2,6,48
02_06_49,AC161,hg38,29,29,40,A2,A6,E1,2,6,49
02_06_50,AC161,hg38,46,46,52,A2,A6,E2,2,6,50
02_06_51,AC161,hg38,39,41,52,A2,A6,E3,2,6,51
02_06_52,AC161,hg38,45,45,53,A2,A6,E4,2,6,52
02_06_53,AC161,hg38,44,46,52,A2,A6,E5,2,6,53
02_06_54,AC161,hg38,51,52,57,A2,A6,E6,2,6,54
02_06_55,AC161,hg38,27,27,32,A2,A6,E7,2,6,55
02_06_56,AC161,hg38,35,35,40,A2,A6,E8,2,6,56
02_06_57,AC161,hg38,36,40,46,A2,A6,E9,2,6,57
02_06_58,AC161,hg38,128,133,165,A2,A6,E10,2,6,58
02_06_59,AC161,hg38,34,37,40,A2,A6,E11,2,6,59
02_06_60,AC161,hg38,27,27,33,A2,A6,E12,2,6,60
02_06_61,AC161,hg38,28,28,31,A2,A6,F1,2,6,61
02_06_62,AC161,hg38,50,51,61,A2,A6,F2,2,6,62
02_06_63,AC161,hg38,31,32,38,A2,A6,F3,2,6,63
02_06_64,AC161,hg38,47,48,56,A2,A6,F4,2,6,64
02_06_65,AC161,hg38,33,34,40,A2,A6,F5,2,6,65
02_06_66,AC161,hg38,38,41,50,A2,A6,F6,2,6,66
02_06_67,AC161,hg38,21,21,23,A2,A6,F7,2,6,67
02_06_68,AC161,hg38,169,188,230,A2,A6,F8,2,6,68
02_06_69,AC161,hg38,337,364,442,A2,A6,F9,2,6,69
02_06_70,AC161,hg38,10960,104091,133905,A2,A6,F10,2,6,70
02_06_71,AC161,hg38,41,43,49,A2,A6,F11,2,6,71
02_06_72,AC161,hg38,29,29,39,A2,A6,F12,2,6,72
02_06_73,AC161,hg38,42,44,49,A2,A6,G1,2,6,73
02_06_74,AC161,hg38,32,32,36,A2,A6,G2,2,6,74
02_06_75,AC161,hg38,40,43,58,A2,A6,G3,2,6,75
02_06_76,AC161,hg38,27,30,37,A2,A6,G4,2,6,76
02_06_77,AC161,hg38,39,41,46,A2,A6,G5,2,6,77
02_06_78,AC161,hg38,39,39,48,A2,A6,G6,2,6,78
02_06_79,AC161,hg38,478,557,709,A2,A6,G7,2,6,79
02_06_80,AC161,hg38,31,31,38,A2,A6,G8,2,6,80
02_06_81,AC161,hg38,231,247,301,A2,A6,G9,2,6,81
02_06_82,AC161,hg38,26,26,29,A2,A6,G10,2,6,82
02_06_83,AC161,hg38,37,38,44,A2,A6,G11,2,6,83
02_06_84,AC161,hg38,58,60,70,A2,A6,G12,2,6,84
02_06_85,AC161,hg38,50,54,63,A2,A6,H1,2,6,85
02_06_86,AC161,hg38,287,309,388,A2,A6,H2,2,6,86
02_06_87,AC161,hg38,48,48,57,A2,A6,H3,2,6,87
02_06_88,AC161,hg38,25,25,27,A2,A6,H4,2,6,88
02_06_89,AC161,hg38,38,38,58,A2,A6,H5,2,6,89
02_06_90,AC161,hg38,17,17,19,A2,A6,H6,2,6,90
02_06_91,AC161,hg38,13,14,17,A2,A6,H7,2,6,91
02_06_92,AC161,hg38,15,15,17,A2,A6,H8,2,6,92
02_07_01,AC161,hg38,39,39,48,A2,A7,A1,2,7,1
02_07_02,AC161,hg38,41,42,51,A2,A7,A2,2,7,2
02_07_03,AC161,hg38,35,36,46,A2,A7,A3,2,7,3
02_07_04,AC161,hg38,28,28,41,A2,A7,A4,2,7,4
02_07_05,AC161,hg38,34,34,40,A2,A7,A5,2,7,5
02_07_06,AC161,hg38,46,48,59,A2,A7,A6,2,7,6
02_07_07,AC161,hg38,46,49,57,A2,A7,A7,2,7,7
02_07_08,AC161,hg38,168,172,211,A2,A7,A8,2,7,8
02_07_09,AC161,hg38,43,43,48,A2,A7,A9,2,7,9
02_07_10,AC161,hg38,40,41,54,A2,A7,A10,2,7,10
02_07_11,AC161,hg38,29,29,39,A2,A7,A11,2,7,11
02_07_12,AC161,hg38,21,22,25,A2,A7,A12,2,7,12
02_07_13,AC161,hg38,75,81,98,A2,A7,B1,2,7,13
02_07_14,AC161,hg38,41,44,50,A2,A7,B2,2,7,14
