bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind
11_72_37,AICS52B,hg38,10,10,13,A11,F12,D1,11,72,37
11_72_38,AICS52B,hg38,11,11,18,A11,F12,D2,11,72,38
11_72_39,AICS52B,hg38,17,17,20,A11,F12,D3,11,72,39
11_72_41,AICS52B,hg38,13,13,14,A11,F12,D5,11,72,41
11_72_42,AICS52B,hg38,16,16,21,A11,F12,D6,11,72,42
11_72_43,AICS52B,hg38,12,12,15,A11,F12,D7,11,72,43
11_72_45,AICS52B,hg38,10,10,11,A11,F12,D9,11,72,45
11_72_46,AICS52B,hg38,11,11,16,A11,F12,D10,11,72,46
11_72_47,AICS52B,hg38,11,11,17,A11,F12,D11,11,72,47
11_72_48,AICS52B,hg38,12,12,22,A11,F12,D12,11,72,48
11_72_50,AICS52B,hg38,15,15,16,A11,F12,E2,11,72,50
11_72_51,AICS52B,hg38,11,11,13,A11,F12,E3,11,72,51
11_72_52,AICS52B,hg38,16,16,16,A11,F12,E4,11,72,52
11_72_53,AICS52B,hg38,123,128,164,A11,F12,E5,11,72,53
11_72_54,AICS52B,hg38,328,386,477,A11,F12,E6,11,72,54
11_72_56,AICS52B,hg38,10,10,15,A11,F12,E8,11,72,56
11_72_58,AICS52B,hg38,17,19,19,A11,F12,E10,11,72,58
11_72_59,AICS52B,hg38,11,11,12,A11,F12,E11,11,72,59
11_72_62,AICS52B,hg38,88,90,113,A11,F12,F2,11,72,62
11_72_63,AICS52B,hg38,10,10,11,A11,F12,F3,11,72,63
11_72_65,AICS52B,hg38,233,260,322,A11,F12,F5,11,72,65
11_72_66,AICS52B,hg38,81,96,123,A11,F12,F6,11,72,66
11_72_70,AICS52B,hg38,15,17,25,A11,F12,F10,11,72,70
11_72_72,AICS52B,hg38,12,12,16,A11,F12,F12,11,72,72
11_72_73,AICS52B,hg38,16,16,22,A11,F12,G1,11,72,73
11_72_75,AICS52B,hg38,15,15,20,A11,F12,G3,11,72,75
11_72_76,AICS52B,hg38,10,10,12,A11,F12,G4,11,72,76
11_72_78,AICS52B,hg38,12,12,12,A11,F12,G6,11,72,78
11_72_79,AICS52B,hg38,11,12,12,A11,F12,G7,11,72,79
11_72_81,AICS52B,hg38,17,18,24,A11,F12,G9,11,72,81
11_72_84,AICS52B,hg38,476,523,666,A11,F12,G12,11,72,84
11_72_85,AICS52B,hg38,15,15,16,A11,F12,H1,11,72,85
11_72_86,AICS52B,hg38,15,15,17,A11,F12,H2,11,72,86
11_72_87,AICS52B,hg38,15,15,18,A11,F12,H3,11,72,87
11_72_89,AICS52B,hg38,11,11,15,A11,F12,H5,11,72,89
11_72_90,AICS52B,hg38,987,1352,1736,A11,F12,H6,11,72,90
11_73_02,AICS52B,hg38,13,13,13,A11,G1,A2,11,73,2
11_73_04,AICS52B,hg38,27,29,35,A11,G1,A4,11,73,4
11_73_05,AICS52B,hg38,12,12,16,A11,G1,A5,11,73,5
11_73_06,AICS52B,hg38,19,19,22,A11,G1,A6,11,73,6
11_73_07,AICS52B,hg38,19,19,21,A11,G1,A7,11,73,7
11_73_09,AICS52B,hg38,11,11,11,A11,G1,A9,11,73,9
11_73_11,AICS52B,hg38,10,10,12,A11,G1,A11,11,73,11
11_73_13,AICS52B,hg38,25,25,30,A11,G1,B1,11,73,13
11_73_14,AICS52B,hg38,10,10,11,A11,G1,B2,11,73,14
11_73_15,AICS52B,hg38,12,12,16,A11,G1,B3,11,73,15
11_73_16,AICS52B,hg38,10,10,13,A11,G1,B4,11,73,16
11_73_18,AICS52B,hg38,13,13,14,A11,G1,B6,11,73,18
11_73_19,AICS52B,hg38,17,17,18,A11,G1,B7,11,73,19
11_73_21,AICS52B,hg38,7259,25778,32851,A11,G1,B9,11,73,21
11_73_22,AICS52B,hg38,14,14,14,A11,G1,B10,11,73,22
11_73_23,AICS52B,hg38,10,10,12,A11,G1,B11,11,73,23
11_73_24,AICS52B,hg38,13,13,15,A11,G1,B12,11,73,24
11_73_25,AICS52B,hg38,17,17,22,A11,G1,C1,11,73,25
11_73_27,AICS52B,hg38,50,52,69,A11,G1,C3,11,73,27
11_73_29,AICS52B,hg38,14,14,16,A11,G1,C5,11,73,29
11_73_30,AICS52B,hg38,12,12,17,A11,G1,C6,11,73,30
11_73_32,AICS52B,hg38,12,12,15,A11,G1,C8,11,73,32
11_73_33,AICS52B,hg38,65,68,91,A11,G1,C9,11,73,33
11_73_35,AICS52B,hg38,10,10,10,A11,G1,C11,11,73,35
11_73_39,AICS52B,hg38,15,15,21,A11,G1,D3,11,73,39
11_73_40,AICS52B,hg38,127,132,160,A11,G1,D4,11,73,40
11_73_41,AICS52B,hg38,14,14,16,A11,G1,D5,11,73,41
11_73_43,AICS52B,hg38,11,11,13,A11,G1,D7,11,73,43
11_73_44,AICS52B,hg38,17,17,17,A11,G1,D8,11,73,44
11_73_46,AICS52B,hg38,17,17,22,A11,G1,D10,11,73,46
11_73_48,AICS52B,hg38,11,11,14,A11,G1,D12,11,73,48
11_73_50,AICS52B,hg38,10,10,13,A11,G1,E2,11,73,50
11_73_51,AICS52B,hg38,10,10,10,A11,G1,E3,11,73,51
11_73_52,AICS52B,hg38,11,11,12,A11,G1,E4,11,73,52
11_73_54,AICS52B,hg38,18,18,23,A11,G1,E6,11,73,54
11_73_55,AICS52B,hg38,9,10,10,A11,G1,E7,11,73,55
11_73_56,AICS52B,hg38,16,16,18,A11,G1,E8,11,73,56
11_73_58,AICS52B,hg38,13,15,21,A11,G1,E10,11,73,58
11_73_59,AICS52B,hg38,199,219,275,A11,G1,E11,11,73,59
11_73_62,AICS52B,hg38,186,220,277,A11,G1,F2,11,73,62
11_73_63,AICS52B,hg38,182,196,244,A11,G1,F3,11,73,63
11_73_65,AICS52B,hg38,10,10,10,A11,G1,F5,11,73,65
11_73_66,AICS52B,hg38,10,10,13,A11,G1,F6,11,73,66
11_73_71,AICS52B,hg38,58,60,77,A11,G1,F11,11,73,71
11_73_73,AICS52B,hg38,10,10,12,A11,G1,G1,11,73,73
11_73_76,AICS52B,hg38,10,10,12,A11,G1,G4,11,73,76
11_73_78,AICS52B,hg38,12,12,15,A11,G1,G6,11,73,78
11_73_79,AICS52B,hg38,12,12,15,A11,G1,G7,11,73,79
11_73_84,AICS52B,hg38,13,13,16,A11,G1,G12,11,73,84
11_73_85,AICS52B,hg38,11,11,15,A11,G1,H1,11,73,85
11_73_87,AICS52B,hg38,17,17,21,A11,G1,H3,11,73,87
11_74_03,AICS52B,hg38,132,143,186,A11,G2,A3,11,74,3
11_74_05,AICS52B,hg38,347,390,504,A11,G2,A5,11,74,5
11_74_09,AICS52B,hg38,103,107,136,A11,G2,A9,11,74,9
11_74_10,AICS52B,hg38,163,179,220,A11,G2,A10,11,74,10
11_74_15,AICS52B,hg38,102,108,131,A11,G2,B3,11,74,15
11_74_29,AICS52B,hg38,31,31,39,A11,G2,C5,11,74,29
11_74_34,AICS52B,hg38,131,144,179,A11,G2,C10,11,74,34
11_74_52,AICS52B,hg38,10,10,16,A11,G2,E4,11,74,52
11_74_56,AICS52B,hg38,9,11,15,A11,G2,E8,11,74,56
11_74_58,AICS52B,hg38,219,248,328,A11,G2,E10,11,74,58
11_74_87,AICS52B,hg38,62,68,91,A11,G2,H3,11,74,87
11_75_05,AICS52B,hg38,10,10,13,A11,G3,A5,11,75,5
11_75_09,AICS52B,hg38,187,219,274,A11,G3,A9,11,75,9
11_75_10,AICS52B,hg38,212,234,287,A11,G3,A10,11,75,10
11_75_16,AICS52B,hg38,348,405,536,A11,G3,B4,11,75,16
11_75_25,AICS52B,hg38,10,10,16,A11,G3,C1,11,75,25
11_75_38,AICS52B,hg38,194,212,268,A11,G3,D2,11,75,38
11_75_42,AICS52B,hg38,15,15,15,A11,G3,D6,11,75,42
11_75_46,AICS52B,hg38,122,138,180,A11,G3,D10,11,75,46
11_75_54,AICS52B,hg38,117,127,164,A11,G3,E6,11,75,54
11_75_58,AICS52B,hg38,132,138,171,A11,G3,E10,11,75,58
11_75_70,AICS52B,hg38,9,10,13,A11,G3,F10,11,75,70
11_75_73,AICS52B,hg38,156,161,194,A11,G3,G1,11,75,73
11_75_75,AICS52B,hg38,151,173,218,A11,G3,G3,11,75,75
11_75_81,AICS52B,hg38,126,149,184,A11,G3,G9,11,75,81
11_75_87,AICS52B,hg38,77,83,103,A11,G3,H3,11,75,87
11_76_01,AICS52B,hg38,111,116,143,A11,G4,A1,11,76,1
11_76_02,AICS52B,hg38,165,182,221,A11,G4,A2,11,76,2
11_76_05,AICS52B,hg38,18,18,25,A11,G4,A5,11,76,5
11_76_09,AICS52B,hg38,50,52,68,A11,G4,A9,11,76,9
11_76_13,AICS52B,hg38,12,12,15,A11,G4,B1,11,76,13
11_76_20,AICS52B,hg38,219,239,300,A11,G4,B8,11,76,20
11_76_30,AICS52B,hg38,499,582,749,A11,G4,C6,11,76,30
11_76_38,AICS52B,hg38,175,193,247,A11,G4,D2,11,76,38
11_76_40,AICS52B,hg38,304,331,411,A11,G4,D4,11,76,40
11_76_66,AICS52B,hg38,127,132,166,A11,G4,F6,11,76,66
11_76_77,AICS52B,hg38,270,301,370,A11,G4,G5,11,76,77
11_76_81,AICS52B,hg38,23,23,27,A11,G4,G9,11,76,81
11_77_14,AICS52B,hg38,112,124,148,A11,G5,B2,11,77,14
11_77_17,AICS52B,hg38,98,103,131,A11,G5,B5,11,77,17
11_77_26,AICS52B,hg38,287,338,427,A11,G5,C2,11,77,26
11_77_28,AICS52B,hg38,15,15,17,A11,G5,C4,11,77,28
11_77_41,AICS52B,hg38,198,233,282,A11,G5,D5,11,77,41
11_77_48,AICS52B,hg38,49,50,56,A11,G5,D12,11,77,48
11_77_68,AICS52B,hg38,65,70,84,A11,G5,F8,11,77,68
11_77_70,AICS52B,hg38,99,105,136,A11,G5,F10,11,77,70
11_77_71,AICS52B,hg38,156,184,242,A11,G5,F11,11,77,71
11_77_78,AICS52B,hg38,111,118,148,A11,G5,G6,11,77,78
11_77_87,AICS52B,hg38,38,39,48,A11,G5,H3,11,77,87
11_78_01,AICS52B,hg38,169,201,248,A11,G6,A1,11,78,1
11_78_03,AICS52B,hg38,11,11,14,A11,G6,A3,11,78,3
11_78_05,AICS52B,hg38,14,14,18,A11,G6,A5,11,78,5
11_78_13,AICS52B,hg38,16,16,19,A11,G6,B1,11,78,13
11_78_15,AICS52B,hg38,2833,5769,7299,A11,G6,B3,11,78,15
11_78_16,AICS52B,hg38,152,184,232,A11,G6,B4,11,78,16
11_78_20,AICS52B,hg38,120,134,166,A11,G6,B8,11,78,20
11_78_21,AICS52B,hg38,118,120,154,A11,G6,B9,11,78,21
11_78_25,AICS52B,hg38,10,11,13,A11,G6,C1,11,78,25
11_78_31,AICS52B,hg38,9,10,13,A11,G6,C7,11,78,31
11_78_40,AICS52B,hg38,22,22,30,A11,G6,D4,11,78,40
11_78_41,AICS52B,hg38,186,223,279,A11,G6,D5,11,78,41
11_78_46,AICS52B,hg38,12,12,18,A11,G6,D10,11,78,46
11_78_53,AICS52B,hg38,74,86,108,A11,G6,E5,11,78,53
11_78_56,AICS52B,hg38,56,58,75,A11,G6,E8,11,78,56
11_78_64,AICS52B,hg38,223,256,312,A11,G6,F4,11,78,64
11_78_76,AICS52B,hg38,212,241,313,A11,G6,G4,11,78,76
11_78_81,AICS52B,hg38,131,152,192,A11,G6,G9,11,78,81
11_78_83,AICS52B,hg38,181,195,249,A11,G6,G11,11,78,83
11_78_86,AICS52B,hg38,126,138,175,A11,G6,H2,11,78,86
11_78_87,AICS52B,hg38,147,163,211,A11,G6,H3,11,78,87
11_79_02,AICS52B,hg38,175,200,248,A11,G7,A2,11,79,2
11_79_11,AICS52B,hg38,191,220,284,A11,G7,A11,11,79,11
11_79_12,AICS52B,hg38,99,109,138,A11,G7,A12,11,79,12
11_79_18,AICS52B,hg38,153,205,253,A11,G7,B6,11,79,18
11_79_23,AICS52B,hg38,396,470,616,A11,G7,B11,11,79,23
11_79_40,AICS52B,hg38,232,260,335,A11,G7,D4,11,79,40
11_79_45,AICS52B,hg38,62,65,80,A11,G7,D9,11,79,45
11_79_55,AICS52B,hg38,225,255,322,A11,G7,E7,11,79,55
11_79_60,AICS52B,hg38,96,103,129,A11,G7,E12,11,79,60
11_79_84,AICS52B,hg38,453,510,660,A11,G7,G12,11,79,84
11_79_88,AICS52B,hg38,118,124,152,A11,G7,H4,11,79,88
11_80_05,AICS52B,hg38,10,10,10,A11,G8,A5,11,80,5
11_80_07,AICS52B,hg38,12,12,16,A11,G8,A7,11,80,7
11_80_08,AICS52B,hg38,10,10,11,A11,G8,A8,11,80,8
11_80_09,AICS52B,hg38,181,193,247,A11,G8,A9,11,80,9
11_80_13,AICS52B,hg38,17,17,24,A11,G8,B1,11,80,13
11_80_18,AICS52B,hg38,10,10,12,A11,G8,B6,11,80,18
11_80_19,AICS52B,hg38,303,322,414,A11,G8,B7,11,80,19
11_80_28,AICS52B,hg38,4128,10793,13574,A11,G8,C4,11,80,28
11_80_41,AICS52B,hg38,12,13,16,A11,G8,D5,11,80,41
11_80_52,AICS52B,hg38,11,11,14,A11,G8,E4,11,80,52
11_80_57,AICS52B,hg38,92,100,122,A11,G8,E9,11,80,57
11_80_58,AICS52B,hg38,10,10,14,A11,G8,E10,11,80,58
11_80_70,AICS52B,hg38,147,154,182,A11,G8,F10,11,80,70
11_80_81,AICS52B,hg38,977,1243,1562,A11,G8,G9,11,80,81
11_81_05,AICS52B,hg38,189,225,280,A11,G9,A5,11,81,5
11_81_11,AICS52B,hg38,127,134,169,A11,G9,A11,11,81,11
11_81_13,AICS52B,hg38,10,10,13,A11,G9,B1,11,81,13
11_81_24,AICS52B,hg38,10,11,11,A11,G9,B12,11,81,24
11_81_34,AICS52B,hg38,108,115,147,A11,G9,C10,11,81,34
11_81_40,AICS52B,hg38,13,13,19,A11,G9,D4,11,81,40
11_81_52,AICS52B,hg38,157,169,213,A11,G9,E4,11,81,52
11_81_55,AICS52B,hg38,59,62,79,A11,G9,E7,11,81,55
11_81_56,AICS52B,hg38,168,177,221,A11,G9,E8,11,81,56
11_81_64,AICS52B,hg38,29,30,38,A11,G9,F4,11,81,64
11_82_01,AICS52B,hg38,140,143,174,A11,G10,A1,11,82,1
11_82_02,AICS52B,hg38,19,19,24,A11,G10,A2,11,82,2
11_82_03,AICS52B,hg38,12,12,17,A11,G10,A3,11,82,3
11_82_04,AICS52B,hg38,6861,22141,28197,A11,G10,A4,11,82,4
11_82_05,AICS52B,hg38,29,30,40,A11,G10,A5,11,82,5
11_82_06,AICS52B,hg38,17,17,18,A11,G10,A6,11,82,6
11_82_07,AICS52B,hg38,19,19,24,A11,G10,A7,11,82,7
11_82_08,AICS52B,hg38,14,14,14,A11,G10,A8,11,82,8
11_82_09,AICS52B,hg38,16,16,16,A11,G10,A9,11,82,9
11_82_10,AICS52B,hg38,11,11,12,A11,G10,A10,11,82,10
11_82_11,AICS52B,hg38,12,12,15,A11,G10,A11,11,82,11
11_82_12,AICS52B,hg38,10,10,12,A11,G10,A12,11,82,12
11_82_13,AICS52B,hg38,9268,47998,61064,A11,G10,B1,11,82,13
11_82_14,AICS52B,hg38,15,15,20,A11,G10,B2,11,82,14
11_82_15,AICS52B,hg38,40,40,51,A11,G10,B3,11,82,15
11_82_16,AICS52B,hg38,17,17,18,A11,G10,B4,11,82,16
11_82_17,AICS52B,hg38,208,221,280,A11,G10,B5,11,82,17
11_82_18,AICS52B,hg38,18,18,23,A11,G10,B6,11,82,18
11_82_19,AICS52B,hg38,17,17,18,A11,G10,B7,11,82,19
11_82_20,AICS52B,hg38,10,10,11,A11,G10,B8,11,82,20
11_82_21,AICS52B,hg38,21,21,25,A11,G10,B9,11,82,21
11_82_22,AICS52B,hg38,25,25,31,A11,G10,B10,11,82,22
11_82_23,AICS52B,hg38,11,11,13,A11,G10,B11,11,82,23
11_82_24,AICS52B,hg38,11,11,15,A11,G10,B12,11,82,24
11_82_25,AICS52B,hg38,21,21,25,A11,G10,C1,11,82,25
11_82_26,AICS52B,hg38,19,19,25,A11,G10,C2,11,82,26
11_82_27,AICS52B,hg38,168,198,258,A11,G10,C3,11,82,27
11_82_28,AICS52B,hg38,17,18,20,A11,G10,C4,11,82,28
11_82_29,AICS52B,hg38,18,18,22,A11,G10,C5,11,82,29
11_82_30,AICS52B,hg38,19,19,21,A11,G10,C6,11,82,30
11_82_32,AICS52B,hg38,13,13,14,A11,G10,C8,11,82,32
11_82_33,AICS52B,hg38,93,97,113,A11,G10,C9,11,82,33
11_82_34,AICS52B,hg38,12,12,14,A11,G10,C10,11,82,34
11_82_35,AICS52B,hg38,10,10,13,A11,G10,C11,11,82,35
11_82_36,AICS52B,hg38,15,15,19,A11,G10,C12,11,82,36
11_82_37,AICS52B,hg38,13,13,18,A11,G10,D1,11,82,37
11_82_38,AICS52B,hg38,205,235,292,A11,G10,D2,11,82,38
11_82_39,AICS52B,hg38,32,32,38,A11,G10,D3,11,82,39
11_82_40,AICS52B,hg38,26,26,29,A11,G10,D4,11,82,40
11_82_41,AICS52B,hg38,15,15,18,A11,G10,D5,11,82,41
11_82_42,AICS52B,hg38,18,18,19,A11,G10,D6,11,82,42
11_82_43,AICS52B,hg38,14,14,17,A11,G10,D7,11,82,43
11_82_45,AICS52B,hg38,52,58,72,A11,G10,D9,11,82,45
11_82_47,AICS52B,hg38,152,162,209,A11,G10,D11,11,82,47
11_82_50,AICS52B,hg38,17,17,18,A11,G10,E2,11,82,50
11_82_51,AICS52B,hg38,15,15,16,A11,G10,E3,11,82,51
11_82_52,AICS52B,hg38,20,20,22,A11,G10,E4,11,82,52
11_82_53,AICS52B,hg38,23,23,28,A11,G10,E5,11,82,53
11_82_54,AICS52B,hg38,17,17,19,A11,G10,E6,11,82,54
11_82_55,AICS52B,hg38,12,12,14,A11,G10,E7,11,82,55
11_82_56,AICS52B,hg38,16,16,19,A11,G10,E8,11,82,56
11_82_58,AICS52B,hg38,25,25,28,A11,G10,E10,11,82,58
11_82_59,AICS52B,hg38,12,12,13,A11,G10,E11,11,82,59
11_82_60,AICS52B,hg38,15,15,16,A11,G10,E12,11,82,60
11_82_61,AICS52B,hg38,12,12,15,A11,G10,F1,11,82,61
11_82_63,AICS52B,hg38,131,147,185,A11,G10,F3,11,82,63
11_82_64,AICS52B,hg38,12,12,14,A11,G10,F4,11,82,64
11_82_66,AICS52B,hg38,11,11,17,A11,G10,F6,11,82,66
11_82_68,AICS52B,hg38,12,12,13,A11,G10,F8,11,82,68
11_82_69,AICS52B,hg38,11,11,12,A11,G10,F9,11,82,69
11_82_70,AICS52B,hg38,17,17,21,A11,G10,F10,11,82,70
11_82_71,AICS52B,hg38,14,14,18,A11,G10,F11,11,82,71
11_82_73,AICS52B,hg38,21,21,23,A11,G10,G1,11,82,73
11_82_75,AICS52B,hg38,12,12,15,A11,G10,G3,11,82,75
11_82_76,AICS52B,hg38,14,14,18,A11,G10,G4,11,82,76
11_82_78,AICS52B,hg38,11,11,12,A11,G10,G6,11,82,78
11_82_79,AICS52B,hg38,23,23,24,A11,G10,G7,11,82,79
11_82_81,AICS52B,hg38,21,21,25,A11,G10,G9,11,82,81
11_82_82,AICS52B,hg38,12,12,17,A11,G10,G10,11,82,82
11_82_84,AICS52B,hg38,28,28,30,A11,G10,G12,11,82,84
11_82_86,AICS52B,hg38,13,13,15,A11,G10,H2,11,82,86
11_82_87,AICS52B,hg38,218,229,278,A11,G10,H3,11,82,87
11_82_89,AICS52B,hg38,16,16,19,A11,G10,H5,11,82,89
11_83_03,AICS52B,hg38,12,27,33,A11,G11,A3,11,83,3
11_83_14,AICS52B,hg38,223,233,287,A11,G11,B2,11,83,14
11_83_26,AICS52B,hg38,19,19,22,A11,G11,C2,11,83,26
11_83_32,AICS52B,hg38,91,103,131,A11,G11,C8,11,83,32
11_83_51,AICS52B,hg38,51,52,64,A11,G11,E3,11,83,51
11_83_62,AICS52B,hg38,67,75,98,A11,G11,F2,11,83,62
11_83_63,AICS52B,hg38,39,40,46,A11,G11,F3,11,83,63
11_83_64,AICS52B,hg38,370,409,506,A11,G11,F4,11,83,64
11_83_73,AICS52B,hg38,120,136,173,A11,G11,G1,11,83,73
11_84_07,AICS52B,hg38,80,87,108,A11,G12,A7,11,84,7
11_84_09,AICS52B,hg38,69,70,90,A11,G12,A9,11,84,9
11_84_15,AICS52B,hg38,329,407,501,A11,G12,B3,11,84,15
11_84_18,AICS52B,hg38,274,303,381,A11,G12,B6,11,84,18
11_84_20,AICS52B,hg38,19,21,24,A11,G12,B8,11,84,20
11_84_24,AICS52B,hg38,165,175,229,A11,G12,B12,11,84,24
11_84_28,AICS52B,hg38,75,75,95,A11,G12,C4,11,84,28
11_84_41,AICS52B,hg38,589,661,810,A11,G12,D5,11,84,41
11_84_43,AICS52B,hg38,180,193,248,A11,G12,D7,11,84,43
11_84_44,AICS52B,hg38,104,114,139,A11,G12,D8,11,84,44
11_84_57,AICS52B,hg38,239,268,340,A11,G12,E9,11,84,57
11_84_86,AICS52B,hg38,455,521,652,A11,G12,H2,11,84,86
11_85_01,AICS52B,hg38,43,43,57,A11,H1,A1,11,85,1
11_85_02,AICS52B,hg38,43,45,56,A11,H1,A2,11,85,2
11_85_03,AICS52B,hg38,196,207,246,A11,H1,A3,11,85,3
11_85_04,AICS52B,hg38,32,32,37,A11,H1,A4,11,85,4
11_85_05,AICS52B,hg38,71,71,80,A11,H1,A5,11,85,5
11_85_06,AICS52B,hg38,38,39,49,A11,H1,A6,11,85,6
11_85_07,AICS52B,hg38,49,49,59,A11,H1,A7,11,85,7
11_85_08,AICS52B,hg38,41,41,51,A11,H1,A8,11,85,8
11_85_09,AICS52B,hg38,47,47,62,A11,H1,A9,11,85,9
11_85_10,AICS52B,hg38,40,40,44,A11,H1,A10,11,85,10
11_85_11,AICS52B,hg38,42,43,55,A11,H1,A11,11,85,11
11_85_12,AICS52B,hg38,34,35,39,A11,H1,A12,11,85,12
11_85_13,AICS52B,hg38,107,111,130,A11,H1,B1,11,85,13
11_85_14,AICS52B,hg38,34,35,43,A11,H1,B2,11,85,14
11_85_15,AICS52B,hg38,61,61,67,A11,H1,B3,11,85,15
11_85_16,AICS52B,hg38,46,46,57,A11,H1,B4,11,85,16
11_85_17,AICS52B,hg38,36,39,46,A11,H1,B5,11,85,17
11_85_18,AICS52B,hg38,62,63,69,A11,H1,B6,11,85,18
11_85_19,AICS52B,hg38,55,55,62,A11,H1,B7,11,85,19
11_85_20,AICS52B,hg38,39,40,43,A11,H1,B8,11,85,20
11_85_21,AICS52B,hg38,55,55,58,A11,H1,B9,11,85,21
11_85_22,AICS52B,hg38,400,431,522,A11,H1,B10,11,85,22
11_85_23,AICS52B,hg38,56,57,71,A11,H1,B11,11,85,23
11_85_24,AICS52B,hg38,35,35,39,A11,H1,B12,11,85,24
11_85_25,AICS52B,hg38,64,69,84,A11,H1,C1,11,85,25
11_85_26,AICS52B,hg38,37,37,43,A11,H1,C2,11,85,26
11_85_27,AICS52B,hg38,49,50,60,A11,H1,C3,11,85,27
11_85_28,AICS52B,hg38,46,47,61,A11,H1,C4,11,85,28
11_85_29,AICS52B,hg38,194,204,251,A11,H1,C5,11,85,29
11_85_30,AICS52B,hg38,37,37,46,A11,H1,C6,11,85,30
11_85_31,AICS52B,hg38,11101,78996,99737,A11,H1,C7,11,85,31
11_85_32,AICS52B,hg38,38,38,48,A11,H1,C8,11,85,32
11_85_33,AICS52B,hg38,58,59,68,A11,H1,C9,11,85,33
11_85_34,AICS52B,hg38,48,48,56,A11,H1,C10,11,85,34
11_85_35,AICS52B,hg38,46,47,56,A11,H1,C11,11,85,35
11_85_36,AICS52B,hg38,97,97,124,A11,H1,C12,11,85,36
11_85_37,AICS52B,hg38,33,33,34,A11,H1,D1,11,85,37
11_85_38,AICS52B,hg38,33,33,42,A11,H1,D2,11,85,38
11_85_39,AICS52B,hg38,34,34,40,A11,H1,D3,11,85,39
11_85_40,AICS52B,hg38,64,67,73,A11,H1,D4,11,85,40
11_85_41,AICS52B,hg38,51,52,60,A11,H1,D5,11,85,41
11_85_42,AICS52B,hg38,11857,95136,120800,A11,H1,D6,11,85,42
11_85_43,AICS52B,hg38,44,45,55,A11,H1,D7,11,85,43
11_85_44,AICS52B,hg38,56,56,67,A11,H1,D8,11,85,44
11_85_45,AICS52B,hg38,48,51,65,A11,H1,D9,11,85,45
11_85_46,AICS52B,hg38,127,139,167,A11,H1,D10,11,85,46
11_85_47,AICS52B,hg38,48,49,54,A11,H1,D11,11,85,47
11_85_48,AICS52B,hg38,25,25,33,A11,H1,D12,11,85,48
11_85_49,AICS52B,hg38,40,40,45,A11,H1,E1,11,85,49
11_85_50,AICS52B,hg38,52,52,61,A11,H1,E2,11,85,50
11_85_51,AICS52B,hg38,53,53,62,A11,H1,E3,11,85,51
11_85_52,AICS52B,hg38,62,64,75,A11,H1,E4,11,85,52
11_85_53,AICS52B,hg38,45,46,51,A11,H1,E5,11,85,53
11_85_54,AICS52B,hg38,508,580,702,A11,H1,E6,11,85,54
11_85_55,AICS52B,hg38,47,48,53,A11,H1,E7,11,85,55
11_85_56,AICS52B,hg38,36,38,48,A11,H1,E8,11,85,56
11_85_57,AICS52B,hg38,22,22,29,A11,H1,E9,11,85,57
11_85_58,AICS52B,hg38,62,63,72,A11,H1,E10,11,85,58
11_85_59,AICS52B,hg38,42,42,49,A11,H1,E11,11,85,59
11_85_60,AICS52B,hg38,38,40,47,A11,H1,E12,11,85,60
11_85_61,AICS52B,hg38,38,40,47,A11,H1,F1,11,85,61
11_85_62,AICS52B,hg38,23,23,29,A11,H1,F2,11,85,62
11_85_63,AICS52B,hg38,34,34,40,A11,H1,F3,11,85,63
11_85_64,AICS52B,hg38,27,28,32,A11,H1,F4,11,85,64
11_85_65,AICS52B,hg38,50,50,63,A11,H1,F5,11,85,65
11_85_66,AICS52B,hg38,45,45,56,A11,H1,F6,11,85,66
11_85_67,AICS52B,hg38,18,19,23,A11,H1,F7,11,85,67
11_85_68,AICS52B,hg38,37,38,50,A11,H1,F8,11,85,68
11_85_69,AICS52B,hg38,29,30,35,A11,H1,F9,11,85,69
11_85_70,AICS52B,hg38,46,47,53,A11,H1,F10,11,85,70
11_85_71,AICS52B,hg38,56,56,63,A11,H1,F11,11,85,71
11_85_72,AICS52B,hg38,18,18,22,A11,H1,F12,11,85,72
11_85_73,AICS52B,hg38,47,47,56,A11,H1,G1,11,85,73
11_85_74,AICS52B,hg38,119,131,152,A11,H1,G2,11,85,74
11_85_75,AICS52B,hg38,40,40,47,A11,H1,G3,11,85,75
11_85_76,AICS52B,hg38,106,113,142,A11,H1,G4,11,85,76
11_85_77,AICS52B,hg38,23,23,30,A11,H1,G5,11,85,77
11_85_78,AICS52B,hg38,43,44,55,A11,H1,G6,11,85,78
11_85_79,AICS52B,hg38,211,230,274,A11,H1,G7,11,85,79
11_85_80,AICS52B,hg38,27,27,32,A11,H1,G8,11,85,80
11_85_81,AICS52B,hg38,39,39,50,A11,H1,G9,11,85,81
11_85_82,AICS52B,hg38,27,28,37,A11,H1,G10,11,85,82
11_85_83,AICS52B,hg38,39,39,50,A11,H1,G11,11,85,83
11_85_84,AICS52B,hg38,46,46,52,A11,H1,G12,11,85,84
11_85_85,AICS52B,hg38,54,55,61,A11,H1,H1,11,85,85
11_85_86,AICS52B,hg38,59,62,74,A11,H1,H2,11,85,86
11_85_87,AICS52B,hg38,61,66,75,A11,H1,H3,11,85,87
11_85_88,AICS52B,hg38,24,24,31,A11,H1,H4,11,85,88
11_85_89,AICS52B,hg38,31,33,38,A11,H1,H5,11,85,89
